,EventTemplate,Occurrences
0,<*> open through proxy <*> HTTPS,544
1,<*> open through proxy <*> <*>,410
2,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>",248
3,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>",233
4,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*> sec>",106
5,"<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>",102
6,"<*> close, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <*>",89
7,"<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*> sec>",31
8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <*> sec>",30
9,<*> error : Could not connect to proxy <*> - connection attempt failed with error <*>,26
10,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*> sec>",25
11,"<*> <*>, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>",21
12,<*> error : Could not connect to proxy <*> - Could not resolve <*> error <*>,20
13,<*> error : A connection request was canceled before the completion.,19
14,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>",17
15,"<*> <*>, <*> bytes sent, <*> bytes received, lifetime <*> sec>",14
16,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>",12
17,"<*> close, <*> bytes sent, <*> bytes (<*>), lifetime <*>",10
18,<*> error : <*>,10
19,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> MB) received, lifetime <*>",9
20,"<*> <*>, <*> bytes sent, <*> bytes (<*>), lifetime <*>",6
21,<*> error : Could not connect through proxy <*> - Proxy closed the connection unexpectedly.,3
22,<*> open through proxy <*> SOCKS5,2
23,"<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*> sec",2
24,"<*> <*>, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <*>",2
25,csdnimg.cn:<*> error : A connection request was canceled before the completion.,2
26,"<*> <*>, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>",2
27,"<*> <*>, <*> bytes sent, <*> bytes received, lifetime <*>",2
28,"<*> close, <*> bytes sent, <*> bytes (<*>), lifetime <*> sec",1
29,"<*> <*>, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>",1
30,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*> sec",1
