,EventTemplate,Occurrences
0,data_thread() got not answer from any [<*>],815
1,"synchronized to <*>, stratum <*>",567
2,[ib_sm_sweep.c:<*>]: <*>,109
3,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************,62
4,Warning: we failed to resolve data source name <*>,34
5,session closed for user <*>,24
6,session opened for user <*> by (uid=<*>),19
7,Reading included configuration file: <*> [file=<*>] [line=<*>],17
8,DHCPDISCOVER from <*> via eth1: network <*>: <*>,15
9,[ib_sm_sweep.c:<*>]: No topology change,15
10,(<*>) CMD (run-parts <*>),14
11,unable to qualify my own domain name (<*>) -- using short name,10
12,DHCPREQUEST for <*> (<*>) from <*> via <*>: <*>,9
13,"PCI interrupt <*>[A] -> GSI <*> (<*>, <*>) -> IRQ <*>",9
14,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),8
15,Wait for ready failed before probe !,6
16,DHCPDISCOVER from <*> via eth1,5
17,DHCPOFFER on <*> to <*> via eth1,5
18,My unqualified host name (<*>) unknown; sleeping for retry,5
19,L2 cache: <*>,5
20,Physical Processor ID: <*>,5
21,"Trace cache: <*> uops, L1 D cache: <*>",5
22,Registered protocol family <*>,5
23,data_thread() got not answer from any [<*>] datasource,4
24,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),4
25,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),4
26,PCI Interrupt Routing Table [\{interrupt_routing_table\}],4
27,PCI Interrupt Routing Table [<*>],4
28,Processor [<*>] (supports C1),4
29,(C) <*>-<*> Netfilter core team,4
30,Local disconnected: Connection closed.,3
31,connection lost: '<*>',3
32,DHCPACK on <*> to <*> via eth1,3
33,DHCPREQUEST for <*> (<*>) from <*> via <*>,3
34,RRD_update (<*> Nodes/dn731/pkts_out.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),3
35,IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),3
36,mounted filesystem with ordered data mode.,3
37,"apic_id <*>, version <*>, address <*>, GSI <*>",3
38,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>",2
39,allocating divert_blk for <*>,2
40,... autorun DONE.,2
41,Autodetecting RAID arrays.,2
42,autorun ...,2
43,"connection from ""<*>""",2
44,"User <*>, coming from <*>, authenticated.",2
45,Now running on <*>'s privileges.,2
46,succeeded,2
47,removing chargen,2
48,removing daytime,2
49,removing echo,2
50,removing time,2
51,"jA9J1UvC004306: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
52,"jA9J1UvC004306: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
53,"jA9J1Wd7019391: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
54,"jA9J1Wd7019391: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
55,"jA9J1WSU011176: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
56,"jA9J1WSU011176: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
57,"jA9J1WFE024258: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
58,"jA9J1WFE024258: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
59,"jA9J1dQ7016560: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>",1
60,"jA9J1dQ7016560: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>",1
61,START: tftp pid=<*> from=<*>,1
62,kernel time sync disabled <*>,1
63,time reset <*> s,1
64,Received SNMP packet(s) from <*>,1
65,"synchronized to LOCAL(<*>), stratum <*>",1
66,kernel time sync enabled <*>,1
67,(<*>) CMD (<*>),1
68,(<*>) CMD (<*> b),1
69,(<*>) CMD (<*> c),1
70,(<*>) CMD (<*> <*>),1
71,(<*>) CMD (<*> e),1
72,CentOS-<*> (Kernel Module GPG key),1
73,(supports <*> <*> <*>),1
74,DSDT (v001 DELL PE BKC <*> MSFT <*>) @ <*>,1
75,FADT (v001 DELL PE BKC <*> MSFT <*>) @ <*>,1
76,HPET (v001 DELL PE BKC <*> MSFT <*>) @ <*>,1
77,HPET id: <*> base: <*>,1
