,EventTemplate,Occurrences
0,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",375
1,Got assigned task <*>,305
2,Running task <*> in stage <*> (TID <*>),305
3,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,300
4,Found block <*> locally,257
5,"Partition <*> not found, computing it",75
6,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",70
7,Input split: <*>+<*>,45
8,Started reading broadcast variable <*>,37
9,Reading broadcast variable <*> took <*> ms,37
10,"Block <*> stored as values in memory (estimated size <*>, free <*>)",37
11,"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",30
12,File Output Committer Algorithm version is <*>,30
13,Saved output of task '<*>' to <*>,30
14,"Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)",10
15,<*>: Committed,9
16,<*>,5
17,attempt_XXXXXXXXXXXX_m_XXXXXXXXX: Committed,5
18,Changing view acls to: <*>,2
19,"Changing modify acls to: <*>,<*>",2
20,"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(<*>, <*>); users with modify permissions: Set(<*>, <*>)",2
21,Successfully started service '<*>' on port <*>.,2
22,<*>: <*>,2
23,Registered signal handlers for <*>,1
24,Slf4jLogger started,1
25,Starting remoting,1
26,Remoting started; listening on addresses :[<*>],1
27,Created local directory at <*>,1
28,MemoryStore started with capacity <*>,1
29,Connecting to driver: <*>,1
30,Successfully registered with driver,1
31,Starting executor ID <*> on host <*>,1
32,Server created on <*>,1
33,Trying to register BlockManager,1
34,Registered BlockManager,1
35,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",1
36,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",1
37,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",1
38,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",1
39,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",1
40,"Block broadcast_0_piece0 stored as bytes in memory (estimated size <*>, free <*>)",1
41,"Block broadcast_2_piece0 stored as bytes in memory (estimated size <*> B, free <*> KB)",1
42,attempt_XXXXXXXXXXXX_m_XXXXXXXXX_XXXXXX: Committed,1
43,attempt_XXXXXXXXXXXX_XXXX_X_XXXXXXXXX: Committed,1
44,attempt_XXXXXXXXXXXX_XXXX_X_XXXXXXXXXX: Committed,1
45,attempt_201706092018_0024_m_000041_1126: Committed,1
46,attempt_201706092018_0024_m_000080_1135: Committed,1
47,attempt_201706092018_0024_m_000120_1145: Committed,1
48,attempt_XXXXXXXXXXXX_m_XXXXXXXXXXXX: Committed,1
49,attempt_201706092018_0024_m_000164_1159: Committed,1
50,attempt_XXXXXXXXXXXX_m_XXXXXXXXXX_XXXX: Committed,1
