,EventTemplate,Occurrences
0,PacketResponder {responder} for block {block} terminating,311
1,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip_address} is added to {block_name} size {block_size},288
2,Received block {block} of size {size} from {source},292
3,Receiving block {block} src: {source} dest: {destination},292
4,BLOCK* NameSystem.allocateBlock: {file_path}. {block},104
5,Verification succeeded for {block},20
6,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip_address} is added to {block} size {size},23
7,Deleting block {block} file {file},263
8, {ip_address} Served block {block} to {destination},40
9, {ip}:{port} Served block {block} to {destination},39
10, {ip_address}:50010:Got exception while serving {block} to /{destination_ip}:,61
11, ,2
12,10.251.123.132:50010:Got exception while serving {block} to /{destination}:,1
13, {ip}:{port}:Got exception while serving {block} to {destination},4
14,"""{ip}:{port}:Got exception while serving {block} to {destination}""",3
15,10.251.74.79:50010:Got exception while serving {block} to /{destination}:,1
16,10.251.35.1:50010:Got exception while serving {block} to /{destination}:,1
17,BLOCK* NameSystem.delete: {block} is added to invalidSet of {ip}:{port},202
18,10.251.107.50:50010:Got exception while serving {block} to /{destination}:,1
19, {ip}:{port}:Got exception while serving {block} to /{destination}:,2
20,"""{ip}:50010:Got exception while serving {block} to /{destination}:""",1
21,BLOCK* NameSystem.delete: {block} is added to invalidSet of {ip},22
22,10.251.74.79:50010:Got exception while serving blk_{block} to /{destination}:,1
23,10.251.122.38:50010:Got exception while serving {block} to /{destination}:,1
24,BLOCK* NameSystem.allocateBlock: {file_path} {block_id},1
25, {ip_address}:{port}:Got exception while serving {block} to {destination},1
26, {source}:50010 Starting thread to transfer block {block} to {destination}:50010,1
27,BLOCK* ask {ip_address} to delete {block},1
28,BLOCK* ask {ip_address} to delete  {block},1
29, {ip_address}:{port} Served block {block} to {destination},1
30,BLOCK* NameSystem.allocateBlock: {file}. {block},8
31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},3
32,Received block {block} src: {source} dest: {destination} of size {size},2
33,BLOCK* ask {ip_address} to delete {blocks},2
34,BLOCK* ask {ip}:50010 to delete {blocks},1
35,BLOCK* ask {source}:50010 to replicate {block} to datanode(s) {destination}:50010,1
36,BLOCK* NameSystem.allocateBlock: {path}. {block},2
