,EventTemplate,Occurrences
0,session closed for user {username},24
1,session opened for user {username} by (uid={uid}),19
2,({user}) CMD ({command}),14
3,data_thread() got not answer from any [{datasource}] datasource,590
4,"synchronized to {ip}, stratum {stratum}",568
5,[ib_sm_sweep.c:{process_id}]: ********************** NEW SWEEP ********************,62
6,{function_name}() got not answer from any [{data_source}] datasource,199
7,[ib_sm_sweep.c:{process_id}]: No topology change,30
8,[ib_sm_sweep.c:{line_number}]: No configuration change required,20
9,{function_name}() got not answer from any [{service}] datasource,30
10,{reason} disconnected: {message}.,2
11,connection lost: '{reason}',3
12,[ib_sm_sweep.c:{line_number}]: {message},10
13,[ib_sm_sweep.c:{process_id}]: No configuration change required,42
14,unable to qualify my own domain name ({hostname}) -- using short name,10
15,"jA9J1UvC004306: from={sender}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
16,"jA9J1UvC004306: to={to}, ctladdr={ctladdr} ({ctladdr_count}/{ctladdr_total}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
17,"jA9J1Wd7019391: from={sender}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
18,"jA9J1Wd7019391: to={recipient}, ctladdr={sender} ({ctladdr}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay={relay} [{relay_host}] [{dsn}], stat={stat}",1
19,"jA9J1WSU011176: from={sender}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
20,"jA9J1WSU011176: to={to}, ctladdr={ctladdr} ({ctladdr_id}/{ctladdr_id}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
21,"jA9J1WFE024258: from={sender}, size={size}, class={class}, nrcpts={nrcpts}, msgid={msgid}, relay={relay}",1
22,"jA9J1WFE024258: to={to}, ctladdr={ctladdr} ({ctladdr_id}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay=[{relay_ip}] [{relay_hostname}], dsn={dsn}, stat={stat}",1
23,{dhcp_type} from {mac_address} via {interface},5
24,DHCPOFFER on {ip} to {mac} via {interface},5
25,"jA9J1dQ7016560: from={from}, size={size}, class={class}, nrcpts={nrcpts}, msgid=<{msgid}>, relay=#{relay}#@{relay_host}",1
26,"jA9J1dQ7016560: to={recipient}, ctladdr={sender} ({ctladdr}), delay={delay}, xdelay={xdelay}, mailer={mailer}, pri={pri}, relay={relay} [{relay_host}] [{dsn}], stat={stat}",1
27,DHCPDISCOVER from {mac_address} via {interface}: {network}: no free leases,15
28,[ib_sm_sweep.c:{line_number}]: No topology change,22
29,DHCPACK on {ip} to {mac} via {interface},3
30,DHCPREQUEST for {requested_ip} ({server_ip}) from {mac_address} via {interface},3
31,START: tftp pid={pid} from={ip},1
32,DHCPREQUEST for {requested_ip} ({server_ip}) from {mac_address} via {interface}: {message},8
33,DHCPREQUEST for {ip} ({ip}) from {mac} via {interface}: {message},1
34,RRD_update ({path}): illegal attempt to update using time {timestamp} when last update time is {timestamp} (minimum one second step),11
35,kernel time sync disabled 0041,1
36,time reset {offset} s,1
37,Received SNMP packet(s) from {source},1
38,kernel time sync enabled {status},1
39,({user}) CMD ({command} {argument}),3
40,(root) CMD ({command} {argument}),1
41,(root) CMD ({path} {arg}),1
42,My unqualified host name ({hostname}) unknown; sleeping for retry,5
43,{os_name}-{os_version} (Kernel Module {module_name} key),1
44,({supports}),1
